"Name","School","Conference","Overall","Routes","Hands","Explosive","Pass Block","Running"
"Jack Yanachik","MichSt","Big10","6.30","6.30","6.30","6.30","6.30","6.30"
"Kolby Luna","MiaFL","ACC","6.30","6.30","6.30","6.30","6.30","6.30"
"Jack Purkerson","Clem","ACC","6.30","6.30","6.30","6.30","6.30","6.30"
"Walter Blanchard","UGA","SEC","6.30","6.30","6.30","6.30","6.30","6.30"
"Josh Williamson","KennSt","CUSA","6.07","6.07","5.52","5.36","4.45","4.45"
"Matthew McKinley-Daniels","Del","CUSA","6.05","5.91","3.10","5.07","2.92","6.68"
"Quinn Fracassi","EMich","MAC","6.03","6.01","7.28","4.59","2.53","2.53"
"Kenyon Shabazz","SacSt","MAC","5.95","5.95","5.95","5.95","5.95","5.95"
"Ashton Navarrete","Del","CUSA","5.95","5.95","5.95","5.95","5.95","5.95"
"Jaylen Andrews","Buff","MAC","5.95","5.95","5.95","5.95","5.95","5.95"
"Zalin Ingram","App","SBC","5.95","5.95","5.95","5.95","5.95","5.95"
"Blake Guffey","Ohio","MAC","5.95","5.95","5.95","5.95","5.95","5.95"
"Dontae Robinson","CMich","MAC","5.95","5.95","5.95","5.95","5.95","5.95"
"Kendall Jones","CMich","MAC","5.95","5.95","5.95","5.95","5.95","5.95"
"McCallum Wright","ECU","Amer","5.95","5.95","5.95","5.95","5.95","5.95"
"Paxon Kettering","Duke","ACC","5.95","5.95","5.95","5.95","5.95","5.95"
"Jackson Naeve","Iowa","Big10","5.95","5.95","5.95","5.95","5.95","5.95"
"Ethan Black","PSU","Big10","5.95","5.95","5.95","5.95","5.95","5.95"
"Brennen Schramm","OSU","Big10","5.95","5.95","5.95","5.95","5.95","5.95"
"Jack-Henry Jakobik","Tenn","SEC","5.95","5.95","5.95","5.95","5.95","5.95"
"Chase Burton","A&M","SEC","5.95","5.95","5.95","5.95","5.95","5.95"
"Anthony Aguirre","Miss","SEC","5.95","5.95","5.95","5.95","5.95","5.95"
"Noah Flaskamp","Mizz","SEC","5.95","5.95","5.95","5.95","5.95","5.95"
"Elijah Murray","Bama","SEC","5.95","5.95","5.95","5.95","5.95","5.95"
"Darrian Anderson","Fres","Pac12","5.94","5.92","5.93","5.62","5.91","5.38"
"Camden Kruisenga","CMich","MAC","5.83","5.80","5.84","4.55","3.39","3.39"
"Carlton Perrilliat","SacSt","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"Kenneth Peevy","SacSt","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"Ricardo Laboy","Mass","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"Jabari Lewis","Mass","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"Tavian Dashiell","Mass","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"Josiah Fetui","Haw","MWC","5.60","5.60","5.60","5.60","5.60","5.60"
"Alex Grush","Nev","MWC","5.60","5.60","5.60","5.60","5.60","5.60"
"Don Henry","Nev","MWC","5.60","5.60","5.60","5.60","5.60","5.60"
"Mikey Beck","UNM","MWC","5.60","5.60","5.60","5.60","5.60","5.60"
"Jaylen Garrison","Fres","Pac12","5.60","5.60","5.60","5.60","5.60","5.60"
"Grant Wayne","AirF","MWC","5.60","5.60","5.60","5.60","5.60","5.60"
"Luke Simms","Kent","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"William Bierfeldt","Kent","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"Aidan Stewart","Kent","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"Wyatt Januska","Kent","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"Jake Blum","Del","CUSA","5.60","5.60","5.60","5.60","5.60","5.60"
"Xavier Southall","ND","Inde","5.60","5.60","5.60","5.60","5.60","5.60"
"Torrin Teague","MOSt","CUSA","5.60","5.60","5.60","5.60","5.60","5.60"
"Amare Whetsell","MOSt","CUSA","5.60","5.60","5.60","5.60","5.60","5.60"
"AJ Bell Jr.","MOSt","CUSA","5.60","5.60","5.60","5.60","5.60","5.60"
"Devin Staley","MOSt","CUSA","5.60","5.60","5.60","5.60","5.60","5.60"
"Jordan Manuel","MOSt","CUSA","5.60","5.60","5.60","5.60","5.60","5.60"
"Sean Reese","MOSt","CUSA","5.60","5.60","5.60","5.60","5.60","5.60"
"Dj Young","Ball","MAC","5.60","5.60","5.60","5.60","5.60","5.60"
"Camdon Pitchford","JackSt","CUSA","5.60","5.60","5.60","5.60","5.60","5.60"
"Isaiah Stone","GaSt","SBC","5.60","5.60","5.60","5.60","5.60","5.60"
"Tangoh Njoh","UTSA","Amer","5.60","5.60","5.60","5.60","5.60","5.60"
"Seth Franklin","Char","Amer","5.60","5.60","5.60","5.60","5.60","5.60"
"Jakiel Kendricks","Army","Amer","5.60","5.60","5.60","5.60","5.60","5.60"
"Jayden Davis","USF","Amer","5.60","5.60","5.60","5.60","5.60","5.60"
"Kila Keone","BYU","Big12","5.60","5.60","5.60","5.60","5.60","5.60"
"Armoni Weaver-Bomar","WVU","Big12","5.60","5.60","5.60","5.60","5.60","5.60"
"Ricky Sampson","Purd","Big10","5.60","5.60","5.60","5.60","5.60","5.60"
"Nick Hardy","MichSt","Big10","5.60","5.60","5.60","5.60","5.60","5.60"
"Israel Hairston","VT","ACC","5.60","5.60","5.60","5.60","5.60","5.60"
"Hayes Miller","Neb","Big10","5.60","5.60","5.60","5.60","5.60","5.60"
"Langdon Nordgaard","Wisc","Big10","5.60","5.60","5.60","5.60","5.60","5.60"
"Ty Boatright","Tex","SEC","5.60","5.60","5.60","5.60","5.60","5.60"
"Logan Cunningham","PSU","Big10","5.60","5.60","5.60","5.60","5.60","5.60"
"Deon Hardin","Tenn","SEC","5.60","5.60","5.60","5.60","5.60","5.60"
"Rico Crowder","UK","SEC","5.60","5.60","5.60","5.60","5.60","5.60"
"Warner Ross","Bama","SEC","5.60","5.60","5.60","5.60","5.60","5.60"
"Duke Smith","Aub","SEC","5.60","5.60","5.60","5.60","5.60","5.60"
"Cooper Mollison","Bama","SEC","5.60","5.60","5.60","5.60","5.60","5.60"
"Jaxon Fresques","SacSt","MAC","5.59","5.45","5.68","4.80","5.92","3.76"
"Mark-Anthony Scott, Jr.","Buff","MAC","5.59","5.69","5.24","5.32","4.73","4.95"
"Clay Swinney","Clem","ACC","5.35","5.43","5.66","4.49","3.53","3.53"
"Roman Mangini","Neb","Big10","5.30","5.27","5.22","4.94","4.71","4.71"
"Scotty Brennan","Zona","Big12","5.28","5.28","4.62","4.96","4.62","4.62"
"Cory Henderson Jr.","Ark","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Ben Pupplo","Ark","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Dai'Shaun Thomas","Ark","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Evan Enderlin","Tex","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Marcus Galloway","ULM","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Bret Vincent","ULM","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Parker Fulghum","ULM","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jeremiah Nash","UTEP","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Cody Hall","SJSt","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Guy ""Tre"" Fernandez III","SacSt","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"Afy Ibekwe","NIU","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Kelly Watson","NDSt","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Chris Kiel","NDSt","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Drake Schlosser","NDSt","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Charlie Holbrook","UtSt","Pac12","5.25","5.25","5.25","5.25","5.25","5.25"
"Abraham Williams","UNM","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Tyler Becker","Fres","Pac12","5.25","5.25","5.25","5.25","5.25","5.25"
"Malakai Sumter","Fres","Pac12","5.25","5.25","5.25","5.25","5.25","5.25"
"Keynan Cotton","Fres","Pac12","5.25","5.25","5.25","5.25","5.25","5.25"
"Isaac Thomas","AirF","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Mason Lowe","AirF","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Major Quin","AirF","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Sylas Maiava-Alaimalo","AirF","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Harris Vinson","AirF","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Keegan Bass","AirF","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Caleb Cappuccio","AirF","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Owen Chambers","AirF","MWC","5.25","5.25","5.25","5.25","5.25","5.25"
"Brycen Dorsey","MOSt","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"Nico Wiedmann","Marsh","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Javier Willis","Kent","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"Kayden Miller","KennSt","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"Derrick Phillips Jr.","Del","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"Jack Eskridge","Buff","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"Kozy Isaac","EMich","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"Chase Pensyl","JMU","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Miles Halbert","JMU","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Corey Scott","JMU","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jayden Mines","JMU","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"M.J. Johnson","SMiss","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Eelijah Singleton","SMiss","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Steven Bengu","ODU","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Nabi Hoyt","JackSt","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"Dom Woods","BG","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"Gentz Hilburn","Akr","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"JJ Williams","SoAla","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jayden Lewis","ULLaf","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jace Petty","Troy","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Cash Brown","App","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Brian Barnes","SoAla","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jerrian Graham","SoAla","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Noah Toster","SoAla","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Ryan Morrison","App","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Josiah Castillo","NMSt","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"AJ Carey","NMSt","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"Konner Dandridge","SHSt","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"MC Walker II","Ohio","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"Blake Parker","Ohio","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"Kordell Gouldsby","WMich","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"Terrence Guillory II","SHSt","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"Khamani Debrow","Ohio","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"CJ Castner","MiaOH","MAC","5.25","5.25","5.25","5.25","5.25","5.25"
"Carter Harris","LATech","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Malachi Steele","MTSU","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"Chase Grosfeld","LATech","SBC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jalen Coutain","FIU","CUSA","5.25","5.25","5.25","5.25","5.25","5.25"
"Teddy Williams","Conn","Inde","5.25","5.25","5.25","5.25","5.25","5.25"
"Michael Sifford","Rice","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Larry DeBose IV","Rice","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Chris Bruce","Rice","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Caleb Garcia","UTSA","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Kenneth Bradford","UTSA","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Malik Muhammad","UAB","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Jackson Ranucci","Rice","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Spencer Martin","FAU","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Grayson Gibson","FAU","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Drew Kron","Conn","Inde","5.25","5.25","5.25","5.25","5.25","5.25"
"Daniel Rose","Conn","Inde","5.25","5.25","5.25","5.25","5.25","5.25"
"Sean Manuel","Char","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Adam Buffington","Army","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Eli Nikolas","NoTex","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Kainon Gibson","Tuls","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"John Barton","Tul","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Zander Baptiste","Temp","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Zachary Yang","NoTex","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Mason Scott","ECU","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Jason Dickerson","ECU","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Lincoln Dunn","Boise","Pac12","5.25","5.25","5.25","5.25","5.25","5.25"
"Jamar Jenkins","Mem","Amer","5.25","5.25","5.25","5.25","5.25","5.25"
"Isaiah Watson","ColSt","Pac12","5.25","5.25","5.25","5.25","5.25","5.25"
"David Kniffin Jr.","SMU","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Siler Cooke","SMU","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jack Lesniewicz","Pitt","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Zeek Jackson","Wake","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Max Ausmus","Utah","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Jared Esplin","BYU","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Jack Newhouse","Hou","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Braeden Robinson","Hou","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Chase Hinshaw","UCF","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Zack Palmer","UCF","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Quintaelyn Joyner","TT","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Kai Powell","TT","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Griffin Baker","KU","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Jeffrey Strozier Jr.","Hou","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Dorian Barnes","Hou","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Pierce Ayers","Cincy","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Zach Eskildsen","IASt","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Braden Goellner","IASt","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Quincy Shelton","OKSt","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Ty Watts","OKSt","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Ben Wheeler","KSt","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Ray Coffey","IASt","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Trevor Fortenberry","IASt","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Keagan Cunningham","TCU","Big12","5.25","5.25","5.25","5.25","5.25","5.25"
"Aaron Bidwell","Ore","Big10","5.25","5.25","5.25","5.25","5.25","5.25"
"Salomon Ealey","Rut","Big10","5.25","5.25","5.25","5.25","5.25","5.25"
"Atticus Carridine","MichSt","Big10","5.25","5.25","5.25","5.25","5.25","5.25"
"Jackson Maggiore","Duke","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Blake Rohrer","Duke","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Drew Hube","VT","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Keenen Jeune","FSU","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Tony Bland","FSU","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Landon Thompson","NCSt","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jason Schutt","NCSt","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Keil McGriff","Clem","ACC","5.25","5.25","5.25","5.25","5.25","5.25"
"Connor Schutt","Neb","Big10","5.25","5.25","5.25","5.25","5.25","5.25"
"Hunter Stroud","Ind","Big10","5.25","5.25","5.25","5.25","5.25","5.25"
"Davion Thomas-Kumpula","Wisc","Big10","5.25","5.25","5.25","5.25","5.25","5.25"
"Nolan Baudo","OSU","Big10","5.25","5.25","5.25","5.25","5.25","5.25"
"Bryce Wilcox","Mich","Big10","5.25","5.25","5.25","5.25","5.25","5.25"
"Fisher Southall","MissSt","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Zion Crumpton","MissSt","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jayden Cration","MissSt","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Camden Capehart","MissSt","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Eli Merck","OU","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jessie Primer IV","MissSt","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Whitaker Williams","A&M","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jayden Bolton","Mizz","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Saxton Howard","UK","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Spencer Leadbetter","UK","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Nau'Jour Grainger","LSU","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Benjamin McElreath","UGA","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Jackson St. Clair","UGA","SEC","5.25","5.25","5.25","5.25","5.25","5.25"
"Benny Haselrig","Pitt","ACC","5.16","5.17","5.46","4.45","3.62","3.62"
"Jalen Saint Paul","UCLA","Big10","5.13","5.13","4.17","4.67","4.17","4.17"
"Matthew Maxey","Kent","MAC","5.10","5.11","5.21","4.67","4.17","4.17"
"Andre Brown","FIU","CUSA","5.10","5.09","5.13","4.93","4.76","4.76"
"Alex Eichmann","Iowa","Big10","5.09","5.11","5.15","4.93","4.76","4.76"
"Bryson Rouillier","JackSt","CUSA","5.03","5.10","4.80","4.96","4.62","4.62"
"Rowan Reay","BYU","Big12","4.97","4.98","5.05","4.63","4.29","4.29"
"Ryker Ruelas","SJSt","MWC","4.90","4.90","4.90","4.90","4.90","4.90"
"Danny Boden","UNLV","MWC","4.90","4.90","4.90","4.90","4.90","4.90"
"Justin Haggerty","Marsh","SBC","4.90","4.90","4.90","4.90","4.90","4.90"
"Santonio Jones","JackSt","CUSA","4.90","4.90","4.90","4.90","4.90","4.90"
"Terrell Richards","Buff","MAC","4.90","4.90","4.90","4.90","4.90","4.90"
"Jalen Hightower","Akr","MAC","4.90","4.90","4.90","4.90","4.90","4.90"
"Tylen Campbell","SoAla","SBC","4.90","4.90","4.90","4.90","4.90","4.90"
"Amari Powell","GaSt","SBC","4.90","4.90","4.90","4.90","4.90","4.90"
"Ian Ver Steeg","Ohio","MAC","4.90","4.90","4.90","4.90","4.90","4.90"
"Wilson Roberts","MiaOH","MAC","4.90","4.90","4.90","4.90","4.90","4.90"
"Michael Parrish","MiaOH","MAC","4.90","4.90","4.90","4.90","4.90","4.90"
"Ian Tepas","MiaOH","MAC","4.90","4.90","4.90","4.90","4.90","4.90"
"Chase Davis","MTSU","CUSA","4.90","4.90","4.90","4.90","4.90","4.90"
"Zaidyn Moore","MTSU","CUSA","4.90","4.90","4.90","4.90","4.90","4.90"
"Levi Brayton","UAB","Amer","4.90","4.90","4.90","4.90","4.90","4.90"
"Jailen Holmes","UAB","Amer","4.90","4.90","4.90","4.90","4.90","4.90"
"Seth Gale","Tul","Amer","4.90","4.90","4.90","4.90","4.90","4.90"
"Walker Davis","Tul","Amer","4.90","4.90","4.90","4.90","4.90","4.90"
"Pierre ""PJ"" Jackson","Wyo","MWC","4.90","4.90","4.90","4.90","4.90","4.90"
"Ty Johnson","ECU","Amer","4.90","4.90","4.90","4.90","4.90","4.90"
"Ross Nickson","OreSt","Pac12","4.90","4.90","4.90","4.90","4.90","4.90"
"Hugh O'Brien","Wake","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Brand Morgan","UVA","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Will Graves III","BC","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Duke Brennan","BC","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Michael Landolfi","BC","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Andrea Parisi","UCF","Big12","4.90","4.90","4.90","4.90","4.90","4.90"
"Donald Collier","KU","Big12","4.90","4.90","4.90","4.90","4.90","4.90"
"Russell Weir","UCLA","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Sam Zelenovich","IASt","Big12","4.90","4.90","4.90","4.90","4.90","4.90"
"Jovon McRae II","Ore","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Nathan McCoy II","Ore","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Brody Day","Bay","Big12","4.90","4.90","4.90","4.90","4.90","4.90"
"Nolan Buckman","Purd","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Roman Mercado","Purd","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Quinn Rosenkranz","Purd","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Joseph Hobbs","VT","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Joseph Moseley","GATech","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Addison Carlson","NCSt","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Cameron Cornthwaite","NCSt","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Sam Dodd","NCSt","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"DeVaun Jones","Lou","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Avery Wieting","Clem","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Sam Earle","Clem","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Luke Stubbs","Clem","ACC","4.90","4.90","4.90","4.90","4.90","4.90"
"Cam Russell","NW","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Brennan Saxe","NW","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Bruno Massel IV","Ind","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Cade Kaiser","Ind","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Mason Kelley","Wisc","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Kaleb Schlecht","Mich","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Logan Forbes","Mich","Big10","4.90","4.90","4.90","4.90","4.90","4.90"
"Trey Brown","OU","SEC","4.90","4.90","4.90","4.90","4.90","4.90"
"Wils Jackson","Vand","SEC","4.90","4.90","4.90","4.90","4.90","4.90"
"Ben Petermann","Tenn","SEC","4.90","4.90","4.90","4.90","4.90","4.90"
"Kade Stewart","A&M","SEC","4.90","4.90","4.90","4.90","4.90","4.90"
"Will Hargett","A&M","SEC","4.90","4.90","4.90","4.90","4.90","4.90"
"Levi Blount","Miss","SEC","4.90","4.90","4.90","4.90","4.90","4.90"
"Gavin Wyatt","Mizz","SEC","4.90","4.90","4.90","4.90","4.90","4.90"
"Ben Jackson","Bama","SEC","4.90","4.90","4.90","4.90","4.90","4.90"
"Jake White","Aub","SEC","4.90","4.90","4.90","4.90","4.90","4.90"
"Jhae Drummer","OreSt","Pac12","4.88","4.85","4.81","4.59","4.42","4.42"
"Lamar White","UAB","Amer","4.76","4.76","3.85","4.35","3.85","3.85"
"Erik Ronning","KennSt","CUSA","4.75","4.75","4.79","4.59","4.42","4.42"
"Jeremy Bell","UGA","SEC","4.58","4.51","4.47","4.25","4.08","4.45"
"David Titone-Perez","UNLV","MWC","4.55","4.55","4.55","4.55","4.55","4.55"
"Kris Willis Jr.","TexSt","Pac12","4.55","4.55","4.55","4.55","4.55","4.55"
"Jonah Jones","TexSt","Pac12","4.55","4.55","4.55","4.55","4.55","4.55"
"Deriece Brown","UNM","MWC","4.55","4.55","4.55","4.55","4.55","4.55"
"Jalyn Abercrombie","Marsh","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Calvin Thomas","Del","CUSA","4.55","4.55","4.55","4.55","4.55","4.55"
"Luke Brown","Del","CUSA","4.55","4.55","4.55","4.55","4.55","4.55"
"Emmanuel Doku","Del","CUSA","4.55","4.55","4.55","4.55","4.55","4.55"
"Ty Salazer","Del","CUSA","4.55","4.55","4.55","4.55","4.55","4.55"
"Israel Leamon","SMiss","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Dillon Rowley","SMiss","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Ryan Thomas","ODU","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Leroy Lewis","ODU","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Nathan Schuessler","CoCar","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Bobby Mays","Buff","MAC","4.55","4.55","4.55","4.55","4.55","4.55"
"Pierce St Geme","BG","MAC","4.55","4.55","4.55","4.55","4.55","4.55"
"Troy Hazuda","Akr","MAC","4.55","4.55","4.55","4.55","4.55","4.55"
"Luke Sivon","Akr","MAC","4.55","4.55","4.55","4.55","4.55","4.55"
"Jah'Marren Jackson","Troy","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Nick Simmons","SoAla","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Khalil Quinn","GaSt","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Brandon Paul","GASo","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Kevin Douglas","GASo","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Reed Linder","ArkSt","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Andrew Jones","ArkSt","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Zach Taylor","App","SBC","4.55","4.55","4.55","4.55","4.55","4.55"
"Emazon Littlejohn","WMich","MAC","4.55","4.55","4.55","4.55","4.55","4.55"
"Rashad Perry","Ohio","MAC","4.55","4.55","4.55","4.55","4.55","4.55"
"Andrew Bjorson","MiaOH","MAC","4.55","4.55","4.55","4.55","4.55","4.55"
"Wyatt Smiley","UTSA","Amer","4.55","4.55","4.55","4.55","4.55","4.55"
"Griffin Koch","Conn","Inde","4.55","4.55","4.55","4.55","4.55","4.55"
"Mason Smith","Army","Amer","4.55","4.55","4.55","4.55","4.55","4.55"
"Cash Semonza","Tul","Amer","4.55","4.55","4.55","4.55","4.55","4.55"
